ID,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,ClassName,Namespace,Property,DefaultValue,RecommendedValue,Operator,Severity
6080,Office 2016 / Office 365,IE Security: Mime Sniffing Safety Feature (SharePoint Designer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_sniffing,spdesign.exe,,,,,1,=,Medium
6081,Office 2016 / Office 365,IE Security: Mime Sniffing Safety Feature (Visio),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_sniffing,visio.exe,,,,,1,=,Medium
6082,Office 2016 / Office 365,IE Security: Mime Sniffing Safety Feature (Project),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_sniffing,winproj.exe,,,,,1,=,Medium
6083,Office 2016 / Office 365,IE Security: Mime Sniffing Safety Feature (Word),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_mime_sniffing,winword.exe,,,,,1,=,Medium
6084,Office 2016 / Office 365,IE Security: Navigate URL (Excel),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_validate_navigate_url,excel.exe,,,,,1,=,Medium
6085,Office 2016 / Office 365,IE Security: Navigate URL (Expression Web Designer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_validate_navigate_url,exprwd.exe,,,,,1,=,Medium
6086,Office 2016 / Office 365,IE Security: Navigate URL (Groove),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_validate_navigate_url,groove.exe,,,,,1,=,Medium
6087,Office 2016 / Office 365,IE Security: Navigate URL (Access),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_validate_navigate_url,msaccess.exe,,,,,1,=,Medium
6088,Office 2016 / Office 365,IE Security: Navigate URL (Script Editor),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_validate_navigate_url,mse7.exe,,,,,1,=,Medium
6089,Office 2016 / Office 365,IE Security: Navigate URL (Publisher),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_validate_navigate_url,mspub.exe,,,,,1,=,Medium
6090,Office 2016 / Office 365,IE Security: Navigate URL (OneNote),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_validate_navigate_url,onenote.exe,,,,,1,=,Medium
6091,Office 2016 / Office 365,IE Security: Navigate URL (Outlook),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_validate_navigate_url,outlook.exe,,,,,1,=,Medium
6092,Office 2016 / Office 365,IE Security: Navigate URL (PowerPoint),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_validate_navigate_url,powerpnt.exe,,,,,1,=,Medium
6093,Office 2016 / Office 365,IE Security: Navigate URL (PowerPoint Viewer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_validate_navigate_url,pptview.exe,,,,,1,=,Medium
6094,Office 2016 / Office 365,IE Security: Navigate URL (SharePoint Designer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_validate_navigate_url,spdesign.exe,,,,,1,=,Medium
6095,Office 2016 / Office 365,IE Security: Navigate URL (Visio),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_validate_navigate_url,visio.exe,,,,,1,=,Medium
6096,Office 2016 / Office 365,IE Security: Navigate URL (Project),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_validate_navigate_url,winproj.exe,,,,,1,=,Medium
6097,Office 2016 / Office 365,IE Security: Navigate URL (Word),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_validate_navigate_url,winword.exe,,,,,1,=,Medium
6098,Office 2016 / Office 365,IE Security: Object Caching Protection (Excel),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_object_caching,excel.exe,,,,,1,=,Medium
6099,Office 2016 / Office 365,IE Security: Object Caching Protection (Expression Web Designer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_object_caching,exprwd.exe,,,,,1,=,Medium
61,Administrative Templates: System,Group Policy: Continue experiences on this device,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,EnableCdp,,,,1,0,=,Medium
6100,Office 2016 / Office 365,IE Security: Object Caching Protection (Groove),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_object_caching,groove.exe,,,,,1,=,Medium
6101,Office 2016 / Office 365,IE Security: Object Caching Protection (Access),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_object_caching,msaccess.exe,,,,,1,=,Medium
6102,Office 2016 / Office 365,IE Security: Object Caching Protection (Script Editor),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_object_caching,mse7.exe,,,,,1,=,Medium
6103,Office 2016 / Office 365,IE Security: Object Caching Protection (Publisher),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_object_caching,mspub.exe,,,,,1,=,Medium
6104,Office 2016 / Office 365,IE Security: Object Caching Protection (OneNote),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_object_caching,onenote.exe,,,,,1,=,Medium
6105,Office 2016 / Office 365,IE Security: Object Caching Protection (Outlook),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_object_caching,outlook.exe,,,,,1,=,Medium
6106,Office 2016 / Office 365,IE Security: Object Caching Protection (PowerPoint),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_object_caching,powerpnt.exe,,,,,1,=,Medium
6107,Office 2016 / Office 365,IE Security: Object Caching Protection (PowerPoint Viewer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_object_caching,pptview.exe,,,,,1,=,Medium
6108,Office 2016 / Office 365,IE Security: Object Caching Protection (SharePoint Designer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_object_caching,spdesign.exe,,,,,1,=,Medium
6109,Office 2016 / Office 365,IE Security: Object Caching Protection (Visio),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_object_caching,visio.exe,,,,,1,=,Medium
6110,Office 2016 / Office 365,IE Security: Object Caching Protection (Project),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_object_caching,winproj.exe,,,,,1,=,Medium
6111,Office 2016 / Office 365,IE Security: Object Caching Protection (Word),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_object_caching,winword.exe,,,,,1,=,Medium
6112,Office 2016 / Office 365,IE Security: Protection From Zone Elevation (Excel),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_zone_elevation,excel.exe,,,,,1,=,Medium
6113,Office 2016 / Office 365,IE Security: Protection From Zone Elevation (Expression Web Designer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_zone_elevation,exprwd.exe,,,,,1,=,Medium
6114,Office 2016 / Office 365,IE Security: Protection From Zone Elevation (Groove),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_zone_elevation,groove.exe,,,,,1,=,Medium
6115,Office 2016 / Office 365,IE Security: Protection From Zone Elevation (Access),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_zone_elevation,msaccess.exe,,,,,1,=,Medium
6116,Office 2016 / Office 365,IE Security: Protection From Zone Elevation (Script Editor),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_zone_elevation,mse7.exe,,,,,1,=,Medium
6117,Office 2016 / Office 365,IE Security: Protection From Zone Elevation (Publisher),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_zone_elevation,mspub.exe,,,,,1,=,Medium
6118,Office 2016 / Office 365,IE Security: Protection From Zone Elevation (OneNote),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_zone_elevation,onenote.exe,,,,,1,=,Medium
6119,Office 2016 / Office 365,IE Security: Protection From Zone Elevation (Outlook),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_zone_elevation,outlook.exe,,,,,1,=,Medium
6120,Office 2016 / Office 365,IE Security: Protection From Zone Elevation (PowerPoint),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_zone_elevation,powerpnt.exe,,,,,1,=,Medium
6121,Office 2016 / Office 365,IE Security: Protection From Zone Elevation (PowerPoint Viewer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_zone_elevation,pptview.exe,,,,,1,=,Medium
6122,Office 2016 / Office 365,IE Security: Protection From Zone Elevation (SharePoint Designer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_zone_elevation,spdesign.exe,,,,,1,=,Medium
6123,Office 2016 / Office 365,IE Security: Protection From Zone Elevation (Visio),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_zone_elevation,visio.exe,,,,,1,=,Medium
6124,Office 2016 / Office 365,IE Security: Protection From Zone Elevation (Project),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_zone_elevation,winproj.exe,,,,,1,=,Medium
6125,Office 2016 / Office 365,IE Security: Protection From Zone Elevation (Word),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_zone_elevation,winword.exe,,,,,1,=,Medium
6126,Office 2016 / Office 365,IE Security: Restrict ActiveX Install (Excel),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_activexinstall,excel.exe,,,,,1,=,Medium
6127,Office 2016 / Office 365,IE Security: Restrict ActiveX Install (Expression Web Designer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_activexinstall,exprwd.exe,,,,,1,=,Medium
6128,Office 2016 / Office 365,IE Security: Restrict ActiveX Install (Groove),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_activexinstall,groove.exe,,,,,1,=,Medium
6129,Office 2016 / Office 365,IE Security: Restrict ActiveX Install (Access),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_activexinstall,msaccess.exe,,,,,1,=,Medium
6130,Office 2016 / Office 365,IE Security: Restrict ActiveX Install (Script Editor),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_activexinstall,mse7.exe,,,,,1,=,Medium
6131,Office 2016 / Office 365,IE Security: Restrict ActiveX Install (Publisher),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_activexinstall,mspub.exe,,,,,1,=,Medium
6132,Office 2016 / Office 365,IE Security: Restrict ActiveX Install (OneNote),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_activexinstall,onenote.exe,,,,,1,=,Medium
6133,Office 2016 / Office 365,IE Security: Restrict ActiveX Install (Outlook),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_activexinstall,outlook.exe,,,,,1,=,Medium
6134,Office 2016 / Office 365,IE Security: Restrict ActiveX Install (PowerPoint),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_activexinstall,powerpnt.exe,,,,,1,=,Medium
6135,Office 2016 / Office 365,IE Security: Restrict ActiveX Install (PowerPoint Viewer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_activexinstall,pptview.exe,,,,,1,=,Medium
6136,Office 2016 / Office 365,IE Security: Restrict ActiveX Install (SharePoint Designer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_activexinstall,spdesign.exe,,,,,1,=,Medium
6137,Office 2016 / Office 365,IE Security: Restrict ActiveX Install (Visio),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_activexinstall,visio.exe,,,,,1,=,Medium
6138,Office 2016 / Office 365,IE Security: Restrict ActiveX Install (Project),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_activexinstall,winproj.exe,,,,,1,=,Medium
6139,Office 2016 / Office 365,IE Security: Restrict ActiveX Install (Word),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_activexinstall,winword.exe,,,,,1,=,Medium
6140,Office 2016 / Office 365,IE Security: Restrict File Download (Excel),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_filedownload,excel.exe,,,,,1,=,Medium
6141,Office 2016 / Office 365,IE Security: Restrict File Download (Expression Web Designer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_filedownload,exprwd.exe,,,,,1,=,Medium
6142,Office 2016 / Office 365,IE Security: Restrict File Download (Groove),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_filedownload,groove.exe,,,,,1,=,Medium
6143,Office 2016 / Office 365,IE Security: Restrict File Download (Access),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_filedownload,msaccess.exe,,,,,1,=,Medium
6144,Office 2016 / Office 365,IE Security: Restrict File Download (Script Editor),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_filedownload,mse7.exe,,,,,1,=,Medium
6145,Office 2016 / Office 365,IE Security: Restrict File Download (Publisher),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_filedownload,mspub.exe,,,,,1,=,Medium
6146,Office 2016 / Office 365,IE Security: Restrict File Download (OneNote),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_filedownload,onenote.exe,,,,,1,=,Medium
6147,Office 2016 / Office 365,IE Security: Restrict File Download (Outlook),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_filedownload,outlook.exe,,,,,1,=,Medium
6148,Office 2016 / Office 365,IE Security: Restrict File Download (PowerPoint),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_filedownload,powerpnt.exe,,,,,1,=,Medium
6149,Office 2016 / Office 365,IE Security: Restrict File Download (PowerPoint Viewer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_filedownload,pptview.exe,,,,,1,=,Medium
6150,Office 2016 / Office 365,IE Security: Restrict File Download (SharePoint Designer),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_filedownload,spdesign.exe,,,,,1,=,Medium
6151,Office 2016 / Office 365,IE Security: Restrict File Download (Visio),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_filedownload,visio.exe,,,,,1,=,Medium
6152,Office 2016 / Office 365,IE Security: Restrict File Download (Project),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_filedownload,winproj.exe,,,,,1,=,Medium
6153,Office 2016 / Office 365,IE Security: Restrict File Download (Word),Registry,,HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_filedownload,winword.exe,,,,,1,=,Medium
